attribution,author_profile,authors,category,chapter,class-lesson,class-order,comments,course,dateCreated,description,difficulty,estimated-time,excerpt,header1,lang-lib,layout,modified,module,module-description,module-nav-title,module-title,module-type,nav-title,odule-type,order,output,overview-order,permalink,prerequisites,redirect_from,sidebar,tags,title,topics,week,week-landing
,False,['Leah Wasser'],['courses'],,['wildfire-overview-tb'],,True,intermediate-earth-data-science-textbook,2018-10-04,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Explain why scientists study wildfire.
* List the types of field measurements that scientists gather to study wildfire.",,,Scientists often use field survey methods to study the impacts of wildfire through measurements of biomass and soil. Learn more about how survey methods can be used to study wildfire impacts.,,,single,2020-09-11,,,,,class,Field Studies of Wildfire Impacts,,2,,,/courses/use-data-open-source-python/data-stories/cold-springs-wildfire/wildfire-field-methods/,none,['/courses/earth-analytics-python/multispectral-remote-sensing-in-python/wildfire-field-methods/'],"{""nav"": null}",,Field Methods to Study Wildfire,"{""earth-science"": [""fire""]}",9,
,False,['Leah Wasser'],['courses'],,['wildfire-overview-tb'],,True,intermediate-earth-data-science-textbook,2018-10-04,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Explain how scientists use remote sensing to study wildfire impacts.
* List two primary vegetation indices that are used to study wildfire impacts.
* List four primary sources of remote sensing data that can be used to study wildfire.",,,Scientists often use remote sensing methods to study the impacts of wildfire through calculations of vegetation indices before and after wildfire. Learn more about how remote sensing can be used to study wildfire impacts.,,,single,2020-09-11,,,,,class,Remote Sensing of Wildfire Impacts,,3,,,/courses/use-data-open-source-python/data-stories/cold-springs-wildfire/wildfire-remote-sensing/,none,['/courses/earth-analytics-python/multispectral-remote-sensing-in-python/wildfire-remote-sensing/'],"{""nav"": null}",,Remote Sensing to Study Wildfire,"{""remote-sensing"": [""multispectral-remote-sensing""], ""earth-science"": [""fire""]}",9,
,False,"['Leah Wasser', 'Jenny Palomino', 'Max Joseph', 'Lauren Herwehe', 'Joe McGlinchy']",['courses'],,['create-data-workflows-tb'],,True,intermediate-earth-data-science-textbook,2018-10-21,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* List best practices for implementing data workflows.
* Be able to identify aspects of a workflow that can be modularized (i.e. ideal for functions) and be tested.",intermediate,1 hour,Identifying aspects of a workflow that can be modularized and tested can help you design efficient and effective data workflows. Learn best practices for designing efficient data workflows.,,,single,2020-09-11,,,,,,Best Practices For Data Workflows,,3,,,/courses/use-data-open-source-python/earth-data-science-workflows/design-efficient-automated-data-workflows/efficient-workflow-best-practices/,none,['/courses/earth-analytics-python/create-efficient-data-workflows/design-efficient-workflows/'],"{""nav"": null}",,Data Workflow Best Practices - Things to Consider When Processing Data,"{""reproducible-science-and-programming"": [""python""]}",8,
,False,"['Leah Wasser', 'Jenny Palomino', 'Max Joseph', 'Lauren Herwehe']",['courses'],,['create-data-workflows-tb'],,True,intermediate-earth-data-science-textbook,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Be able to approach a coding task with a modular, systematic approach. 
* Be able to write pseudocode.",,,"Pseudcode can help you design data workflows through listing out the individual steps of workflow in plain language, so the focus is on the overall data process, rather than on the specific code needed. Learn best practices for writing pseudocode for data workflows.",,,single,2020-09-11,,,,,,Write Pseudocode,,2,,,/courses/use-data-open-source-python/earth-data-science-workflows/design-efficient-automated-data-workflows/pseudocode-data-workflows/,none,,"{""nav"": null}",,Learn to Write Pseudocode for Python Programming,"{""reproducible-science-and-programming"": [""python""]}",8,
,False,"['Leah Wasser', 'Max Joseph', 'Lauren Herwehe', 'Jenny Palomino', 'Joe McGlinchy']",['courses'],12,['create-data-workflows-tb'],1,True,intermediate-earth-data-science-textbook,2018-10-21,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Twelve - Intro to Designing and Automating Data Workflows in Python

In this chapter, you will learn how to identify key steps in designing a data workflow and how to write pseudo code to outline data workflow. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this chapter, you will be able to:

* List the key steps in designing data workflows. 
* Approach a coding task with a modular, systematic approach. 
* Write pseudocode for a data workflow.
* Identify aspects of a workflow that can be modularized (i.e. ideal for functions) and tested.


## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this chapter and a dataset of Landsat scenes across several years and sites.
 
{% include/data_subsets/course_earth_analytics/_data-landsat-automation.md %}",,,Designing and developing data workflows can help you complete your work more efficiently by allowing you to repeat and automate data tasks. Learn how to design and develop efficient workflows to automate data analyses in Python.,,,single,2020-09-11,,Designing and developing data workflows can help you complete your work more efficiently by allowing you to repeat and automate data tasks. Learn how to design and develop automated workflows using the example of calculating a NDVI time series in Python.,Design and Automate Data Workflows,How To Design and Automate a Workflow,class,Intro to NDVI Data Workflow,,1,,,/courses/use-data-open-source-python/earth-data-science-workflows/design-efficient-automated-data-workflows/,"You will need a computer with internet access to complete this chapter and a dataset of Landsat scenes across several years and sites.
 
{% include/data_subsets/course_earth_analytics/_data-landsat-automation.md %}",['/courses/earth-analytics-python/create-efficient-data-workflows/intro-to-ndvi-data-workflow/'],"{""nav"": null}",,How Do You Design and Automate a Data Workflow,"{""reproducible-science-and-programming"": [""python""]}",8,
,False,"['Leah Wasser', 'Max Joseph', 'Tim Head', 'Lauren Herwehe', 'Jenny Palomino']",['courses'],,['open-source-software-python'],1,True,earth-analytics-python,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Describe 2-4 ways that a non expert programming can contribute to open source software
* Describe what open source software is and who contributes to it.

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson.",,,Open source means that you can view and contribute to software code like packages you use in Python. Learn about the ways that you can contribute without being an expert progammer.,,,single,2020-04-01,,Learn how you can contribute to open source software.,Contribute To Open Source,How To Contribute to Open Source Software,class,Intro to Open Source,,1,,,/courses/earth-analytics-python/contribute-to-open-source/intro-to-open-source-software-python/,You will need a computer with internet access to complete this lesson.,,"{""nav"": null}",,Introduction to Open Source Software - What Is It and How Can You Help?,"{""reproducible-science-and-programming"": [""python""]}",13,
,False,"['Leah Wasser', 'Max Joseph', 'Lauren Herwehe']",['courses'],,['open-source-software-python'],,True,earth-analytics-python,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Be able to list the steps involved in contributing to an open source project
* Be able to make a small contribution through a pull request on GitHub to a repository.

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson.",,,Open source means that you can view and contribute to software code like packages you use in Python. Learn about the ways that you can contribute without being an expert progammer.,,,single,2020-04-01,,,,,,Contribute with GitHub,,2,,,/courses/earth-analytics-python/contribute-to-open-source/contribute-to-open-source-on-github/,You will need a computer with internet access to complete this lesson.,,"{""nav"": null}",,The GitHub Workflow - How to Contribute To Open Source Software,"{""reproducible-science-and-programming"": [""python""]}",13,
,False,"['Leah Wasser', 'Max Joseph', 'Lauren Herwehe']",['courses'],,['open-source-software-python'],,True,earth-analytics-python,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Be able to define what a `Python` function docstring is and the elements that should be included in a docstring.
* Be able to describe the elements of a well documented python function.

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson.",,,Lack of documentation will limit peoples’ use of your code. In this lesson you will learn about 2 ways to document python code using docstrings and online documentation. YOu will also learn how to improve documentation in other software packages.,,,single,2020-04-01,,,,,,Document Python Code,,3,,,/courses/earth-analytics-python/contribute-to-open-source/software-documentation-python/,You will need a computer with internet access to complete this lesson.,,"{""nav"": null}",,Introduction to Documenting Python Software,"{""reproducible-science-and-programming"": [""python""]}",13,
,False,"['Leah Wasser', 'Max Joseph', 'Lauren Herwehe']",['courses'],,['open-source-software-python'],,True,earth-analytics-python,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Be able to create headings, lists and code blocks using the RST format

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson.",,,"Restructured text (RST) is a text format similar to markdown that is often used to document python software. Learn how create headings, lists and code blocks in a text file using RST syntax.",,,single,2020-04-01,,,,,,Restructured Text,,4,,,/courses/earth-analytics-python/contribute-to-open-source/restructured-text-format-rst/,You will need a computer with internet access to complete this lesson.,,"{""nav"": null}",,About the ReStructured Text Format - Introduction to .rst,"{""reproducible-science-and-programming"": [""python""]}",13,
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics! This week you will learn how to automate a workflow using `Python`. You will design and implement your own workflow in `Python` that builds on the skills that you have learned in this course, such as functions and loops. You will also learn how to programmatically build paths to directories and files as well as parse strings to extract information from file and directory names.  

{% include/data_subsets/course_earth_analytics/_data-landsat-automation.md %}",,,,,,single,2022-03-15,,,,,session,,,,,,/courses/earth-analytics-python/create-efficient-data-workflows/,none,,"{""nav"": null}",,Learn to Create Efficient Data Workflows in Python,,7,7
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics! This week you will learn how to contribute to 
open source Python packages. While you may think that contributing to open source software is 
""out of your league"", it turns out that even the smallest contributions to things like documentation 
and cleanup can be valuable. And you have the skills - right now - to contribute.",,,,,,single,2020-04-01,,,,,session,,,,,,/courses/earth-analytics-python/contribute-to-open-source/,none,,"{""nav"": null}",,You Can Contribute To Open Source Software! How to Get Started in Python,,13,13
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics! In this week you will learn
approaches to communicating your science to people who are not in the same discipline
as you are.

<a class=""btn btn--success btn--x-large"" href=""{{ site.url }}/slide-shows/5-present-your-science-presentation/"" target= ""_blank""> <i class=""fa fa-youtube-play"" aria-hidden=""true""></i>
View Slideshow: Present your science</a>",,,,,,single,2020-04-01,,,,,session,,,,,,/courses/earth-analytics-python/communicate-your-science/,none,,"{""nav"": null}",,MidTerm Review - Science Communication,,12,12
,False,"['Chris Holdgraf', 'Leah Wasser']",['courses'],3,['hw-custom-maps-python-tb'],1,True,scientists-guide-to-plotting-data-in-python-textbook,2019-01-29,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Three - Customize Vector Plots

In this chapter, you will learn how to create and customize vector plots in **Python** using **geopandas**, **matplotlib**, and **folium**. 

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this chapter, you will be able to:

* Create a map containing multiple vector datasets, colored by unique attributes in **Python**.
* Add a custom legend to a map in **Python** with unique colors.
* Visually ""clip"" or zoom in to a particular spatial extent in a plot.
* Create interactive plots of vector data using **folium** in **Python** and **Jupyter Notebook**.


## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You need **Python** and **Jupyer Notebook** to complete this chapter. You should also have an `earth-analytics` directory setup on your computer with a `data` subdirectory within it. You should have completed the lesson on <a href=""{{ site.url }}/workshops/setup-earth-analytics-python/"">Setting Up the Earth Analytics Python Conda Environment.</a>.

You will need a computer with internet access to complete this lesson and the spatial-vector-lidar dataset.

{% include/data_subsets/course_earth_analytics/_data-spatial-lidar.md %}",,,"When making maps, you often want to create legends, customize colors, adjust zoom levels, or even make interactive maps. Learn how to customize maps created using vector data in Python with matplotlib, geopandas, and folium.",,,single,2020-07-21,,"When making maps, you often want to create legends, customize colors, adjust zoom levels, or even make interactive maps. Learn how to customize maps created using vector data in Python with matplotlib, geopandas, and folium.",Custom Vector Plots in Python,Customize Plots of Spatial Vector Data in Python,class,Customize Python Maps,,1,,,/courses/scientists-guide-to-plotting-data-in-python/plot-spatial-data/customize-vector-plots/,"You need **Python** and **Jupyer Notebook** to complete this chapter. You should also have an `earth-analytics` directory setup on your computer with a `data` subdirectory within it. You should have completed the lesson on <a href=""{{ site.url }}/workshops/setup-earth-analytics-python/"">Setting Up the Earth Analytics Python Conda Environment.</a>.

You will need a computer with internet access to complete this lesson and the spatial-vector-lidar dataset.

{% include/data_subsets/course_earth_analytics/_data-spatial-lidar.md %}",,"{""nav"": null}",,Customize your Maps in Python using Matplotlib: GIS in Python,"{""reproducible-science-and-programming"": null, ""data-exploration-and-analysis"": [""data-visualization""], ""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Leah Wasser', 'Martha Morrissey', 'Chris Holdgraf']",['courses'],3,['vector-processing-python'],2,True,intermediate-earth-data-science-textbook,2018-02-05,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Three - Spatial Vector Data Processing in Python 

In this chapter, you will learn how process vector data including how to reproject data to a different coordinate reference system (CRS), clip data to a specified boundary, and join data based on spatial location and attributes.


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this chapter, you will be able to:

* Identify the CRS of a spatial dataset and reproject it to another CRS in **Python**.
* Clip a spatial vector point and line layer to the spatial extent of a polygon layer in **Python** using **geopandas**.
* Dissolve polygons based upon an attribute in **Python** using **geopandas**.
* Join spatial attributes from one shapefile to another in **Python** using **geopandas**.

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson and the
spatial-vector-lidar data subset created for the course.

{% include/data_subsets/course_earth_analytics/_data-spatial-lidar.md %}",intermediate,2-3 hours,"Often when spatial data do not line up properly on a plot, it is because they are in different coordinate reference systems (CRS). Learn how to reproject a vector dataset to a different CRS in Python using the to_crs() function from GeoPandas.",,,single,2020-09-11,,"Common spatial vector data processing tasks include reprojecting data to a different coordinate reference system (CRS), clipping data to a specified boundary, and joining data based on spatial location and attributes. Learn how to process spatial vector data using open source Python.",Processing Spatial Vector Data in Python,Spatial Vector Data Processing in Python,class,Processing Spatial Vector Data in Python,,1,,,/courses/use-data-open-source-python/intro-vector-data-python/vector-data-processing/,"You will need a computer with internet access to complete this lesson and the
spatial-vector-lidar data subset created for the course.

{% include/data_subsets/course_earth_analytics/_data-spatial-lidar.md %}",,"{""nav"": null}",,GIS in Python: Reproject Vector Data.,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Leah Wasser', 'Martha Morrissey', 'Chris Holdgraf']",['courses'],,['vector-processing-python'],,True,intermediate-earth-data-science-textbook,2018-02-05,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Identify the CRS of a spatial dataset and reproject it to another CRS in **Python**.
* Clip a spatial vector point and line layer to the spatial extent of a polygon layer in **Python** using **geopandas**.
* Dissolve polygons based upon an attribute in **Python** using **geopandas**.
* Join spatial attributes from one shapefile to another in **Python** using **geopandas**.",,,"Often when spatial data do not line up properly on a plot, it is because they are in different coordinate reference systems (CRS). Learn how to reproject a vector dataset to a different CRS in Python using the to_crs() function from GeoPandas.",,,single,2020-09-11,,,,,,Reproject Vector Data,,2,,,/courses/use-data-open-source-python/intro-vector-data-python/vector-data-processing/reproject-vector-data-in-python/,none,['/courses/earth-analytics-python/spatial-data-vector-shapefiles/reproject-vector-data-in-python/'],"{""nav"": null}",,GIS in Python: Reproject Vector Data.,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Leah Wasser', 'Martha Morrissey']",['courses'],,['vector-processing-python'],,True,intermediate-earth-data-science-textbook,2018-02-05,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Clip a spatial vector point and line layer to the spatial extent of a polygon layer in **Python** using **geopandas**.
* Plot data with custom legends.",,,Sometimes you may want to spatially clip a vector data layer to a specified boundary for easier plotting and analysis of smaller spatial areas. Learn how to clip a vector data layer in Python using GeoPandas and Shapely.,,,single,2021-01-28,,,,,,Clip Vector Data,,3,,,/courses/use-data-open-source-python/intro-vector-data-python/vector-data-processing/clip-vector-data-in-python-geopandas-shapely/,none,['/courses/earth-analytics-python/spatial-data-vector-shapefiles/clip-vector-data-in-python-geopandas-shapely/'],"{""nav"": null}",,Clip a spatial vector layer in Python using Shapely & GeoPandas: GIS in Python,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,['Leah Wasser'],['courses'],,['vector-processing-python'],,True,intermediate-earth-data-science-textbook,2018-02-05,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Dissolve polygons based upon an attribute using `geopandas` in `Python`.",,,"When you dissolve polygons, you remove the interior boundaries of a set of polygons with the same attribute value and create one new merged or combined polygon for each attribute value. Learn how to dissolve polygons in Python using GeoPandas.",,,single,2021-01-28,,,,,,Dissolve Polygons,,4,,,/courses/use-data-open-source-python/intro-vector-data-python/vector-data-processing/dissolve-polygons-in-python-geopandas-shapely/,none,['/courses/earth-analytics-python/spatial-data-vector-shapefiles/dissolve-polygons-in-python-geopandas-shapely/'],"{""nav"": null}",,How to Dissolve Polygons Using Geopandas: GIS in Python,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Leah Wasser', 'Jenny Palomino']",['courses'],,['vector-processing-python'],,True,intermediate-earth-data-science-textbook,2018-02-05,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Join spatial attributes from one shapefile to another using **geopandas** in **Python**.
* Calculate line segment length **geopandas** in **Python**.",,,A spatial join is when you assign attributes from one shapefile to another based upon its spatial location. Learn how to perform spatial joins in Python.,,,single,2020-09-11,,,,,,Spatial Joins,,5,,,/courses/use-data-open-source-python/intro-vector-data-python/vector-data-processing/spatial-joins-in-python-geopandas-shapely/,none,['/courses/earth-analytics-python/spatial-data-vector-shapefiles/spatial-joins-in-python-geopandas-shapely/'],"{""nav"": null}",,How to Join Attributes From One Shapefile to Another in Open Source Python Using Geopandas: GIS in Python,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Chris Holdgraf', 'Leah Wasser', 'Martha Morrissey']",['courses'],,['vector-processing-python'],,True,intermediate-earth-data-science-textbook,2018-02-05,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Work with data sets that have missing data.
* Replace missing data values",,,"Sometimes vector data are missing attribute data, and it can be helpful to clean up your data. Learn how to handle missing attribute data in Python using GeoPandas.",,,single,2020-09-11,,,,,class,Missing spatial data,,6,,,/courses/use-data-open-source-python/intro-vector-data-python/vector-data-processing/missing-data-vector-data-in-python/,none,['/courses/earth-analytics-python/spatial-data-vector-shapefiles/missing-data-vector-data-in-python/'],"{""nav"": null}",,Handle missing spatial attribute data: GIS in Python,"{""spatial-data-and-gis"": [""vector-data""]}",2,
,False,"['Jenny Palomino', 'Leah Wasser', 'Max Joseph']",['courses'],1,['open-reproducible-science'],1,True,intro-to-earth-data-science-textbook,2019-07-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter One - Open Reproducible Science

In this chapter, you will learn about open reproducible science and become familiar with a suite of open source tools that are often used in open reproducible science (and earth data science) workflows including `Shell`, `git` and `GitHub`, `Python`, and `Jupyter`. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this chapter, you will be able to:

* Define open reproducible science and explain its importance.
* Describe how reproducibility can benefit yourself and others.
* List tools that can help you implement open reproducible science workflows.",beginner,1 hour,Open reproducible science refers to developing workflows that others can easily understand and use. It enables you to build on others' work rather than starting from scratch. Learn about the importance and benefits of open reproducible science.,,,single,2020-09-03,,"Open science involves making scientific methods, data and outcomes available to everyone. Learn why open reproducible science is important. Discover tools that support open science including Shell (Bash), git and GitHub, and Jupyter.",Open Reproducible Science Workflows,Open Reproducible Science Workflows and Tools,class,About Open Science,,1,,,/courses/intro-to-earth-data-science/open-reproducible-science/get-started-open-reproducible-science/,none,"['/courses/earth-analytics-bootcamp/get-started-with-open-science/intro-open-science/', '/courses/earth-analytics-python/python-open-science-toolbox/jupyter-notebooks-for-open-science/']","{""nav"": null}",,What Is Open Reproducible Science,"{""reproducible-science-and-programming"": [""python""]}",1,
,False,"['Jenny Palomino', 'Leah Wasser', 'Max Joseph']",['courses'],,['open-reproducible-science'],,True,intro-to-earth-data-science-textbook,2019-07-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Describe how `bash`, `git`, `GitHub` and `Jupyter` can help you implement open reproducible science workflows.",,,"Key tools for open reproducible science include Shell (Bash), git and GitHub, Jupyter, and Python. Learn how these tools help you implement open reproducible science workflows.",,,single,2020-09-14,,,,,class,Open Science Tools,,2,,,/courses/intro-to-earth-data-science/open-reproducible-science/get-started-open-reproducible-science/open-science-tools-git-bash-jupyter/,none,,"{""nav"": null}",,Tools For Open Reproducible Science,"{""reproducible-science-and-programming"": [""python""]}",1,
,False,"['Jenny Palomino', 'Leah Wasser', 'Max Joseph']",['courses'],,['open-reproducible-science'],,True,intro-to-earth-data-science-textbook,2019-07-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Describe machine readable names and the importance of using them to name directories and files.
* List best practices for organizing open reproducible science projects.",,,Open reproducible science refers to developing workflows that others can easily understand and use. Learn about best practices for organizing open reproducible science projects including the use of machine readable names.,,,single,2020-09-14,,,,,class,Project Management Best Practices,,3,,,/courses/intro-to-earth-data-science/open-reproducible-science/get-started-open-reproducible-science/best-practices-for-organizing-open-reproducible-science/,none,['/courses/earth-analytics-python/python-open-science-toolbox/best-practices-file-organization/'],"{""nav"": null}",,How To Organize Your Project: Best Practices for Open Reproducible Science,"{""reproducible-science-and-programming"": [""python""]}",1,
,False,,courses,,,,False,intro-to-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section One - An Introduction to Open Reproducible Science Workflows

In section one of this textbook, you will learn about open reproducible science. You will learn about a suite of open source tools that are often used in open reproducible science workflows including `Bash`/`Shell`, `Python`, and the `Jupyter` ecosystem, including `Jupyter Notebook`. You will also learn about best practices for open reproducible projects and workflows. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the introduction to earth data science online textbook, you will be able to:

* Define open reproducible science and explain its importance.
* Describe how reproducibility can benefit you and others.
* Identify best practices for open reproducible science projects and workflows. 
* Run `Bash` commands in the terminal to work with files and directories on your computer.
* Launch and navigate the `Jupyter Notebook` dashboard to access and create `Jupyter Notebook` files.
* Run cells within `Jupyter Notebook` to execute `Python` code and render `Markdown` text.",,,,,,single,2020-09-03,,,,,session,,,,,,/courses/intro-to-earth-data-science/open-reproducible-science/,none,['/courses/earth-analytics-bootcamp/get-started-with-open-science/'],"{""nav"": null}",,Introduction to Open Reproducible Science Workflows,,1,1
,False,"['Chris Holdgraf', 'Leah Wasser']",['courses'],,['hw-custom-maps-python'],,True,earth-analytics-python,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Clip a spatial vector point and line layer to the spatial extent of a polygon layer in `Python`
* Visually ""clip"" or zoom in to a particular spatial extent in a plot.

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson and the
spatial-vector-lidar data subset created for the course.

{% include/data_subsets/course_earth_analytics/_data-spatial-lidar.md %}",,,In this lesson you will learn how to adjust the x and y limits of your matplotlib and geopandas map to change the spatial extent..,,,single,2022-01-21,,,,,,Adjust Map Extent,,2,,,/courses/earth-analytics-python/spatial-data-vector-shapefiles/python-change-spatial-extent-of-map-matplotlib-geopandas/,"You will need a computer with internet access to complete this lesson and the
spatial-vector-lidar data subset created for the course.

{% include/data_subsets/course_earth_analytics/_data-spatial-lidar.md %}",,"{""nav"": null}",,Customize your Maps in Python: GIS in Python,,4,
,False,"['Jenny Palomino', 'Leah Wasser']",['courses'],2,['bash'],2,True,intro-to-earth-data-science-textbook,2019-07-15,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Two - Introduction to Bash

In this chapter, you will learn how using `Bash` can help you implement open reproducible science workflows and get familiar with useful commands for accessing items on your computer. 

After completing this chapter, you will be able to:

* Explain the roles of `Terminal`, `Shell`, and `Bash` for accessing programs and other items on your computer. 
* Launch a `Terminal` session to access `Bash`.
* Run `Bash` commands in the terminal to work with files and directories on your computer.
* Test that `Bash` is ready for use on your computer.


## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

Be sure that you have completed the instructions on <a href=""{{ site.url }}/workshops/setup-earth-analytics-python/"">Setting up Git, Bash, and Conda on your computer</a> to install the tools for your operating system (Windows, Mac, Linux).",beginner,1 hour,Bash or Shell is a command line tool that is used in open science to efficiently manipulate files and directories. Learn how to use Bash to manipulate files in support of reproducible science.,,,single,2020-09-14,,Bash or Shell is a command line tool that is used in open science to efficiently manipulate files and directories. Learn how to use Bash to access and move files and directories.,Use Bash to Manipulate Files,Bash,class,Introduction to Bash,,1,,,/courses/intro-to-earth-data-science/open-reproducible-science/bash/,"Be sure that you have completed the instructions on <a href=""{{ site.url }}/workshops/setup-earth-analytics-python/"">Setting up Git, Bash, and Conda on your computer</a> to install the tools for your operating system (Windows, Mac, Linux).",['/courses/earth-analytics-bootcamp/get-started-with-open-science/intro-shell/'],"{""nav"": null}",,Introduction to Bash (Shell) and Manipulating Files and Directores at the Command Line,"{""reproducible-science-and-programming"": [""shell""]}",1,
,False,"['Jenny Palomino', 'Leah Wasser']",['courses'],,['bash'],,True,intro-to-earth-data-science-textbook,2019-07-15,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Run `Bash` commands to complete the following tasks: 
    * print the current working directory (`pwd`)
    * navigate between directories on your computer (`cd`)
    * create new directories (`mkdir`) 
    * print a list of files and subdirectories within directories (`ls`)
    * delete files (`rm `) and directories (`rm -r`)
    * copy files (`cp`) and directories (`cp -r`) to another directory
    * easily create new files using a single command (`touch`)",,,Bash or Shell is a command line tool that is used in open science to efficiently manipulate files and directories. Learn how to run useful Bash commands to access and manage directories and files on your computer.,,,single,2020-09-03,,,,,class,Bash Commands,,2,,,/courses/intro-to-earth-data-science/open-reproducible-science/bash/bash-commands-to-manage-directories-files/,none,,"{""nav"": null}",,Bash Commands to Manage Directories and Files,"{""reproducible-science-and-programming"": [""shell""]}",1,
